"State","Year","dem.Count08","gop.Count08","County"
"AL",2008,5025,6175,"Monroe"
"AL",2008,62166,42031,"Montgomery"
"AL",2008,13895,36014,"Morgan"
"AL",2008,4457,1679,"Perry"
"AL",2008,4594,5434,"Pickens"
"AL",2008,5879,8004,"Pike"
"AL",2008,3064,7175,"Randolph"
"AL",2008,10085,8705,"Russell"
"AL",2008,20625,69060,"Shelby"
"AL",2008,6091,27649,"St. Clair"
"AL",2008,5264,1731,"Sumter"
"AL",2008,13779,20112,"Talladega"
"AL",2008,6063,13116,"Tallapoosa"
"AL",2008,32796,45405,"Tuscaloosa"
"AL",2008,7420,20722,"Walker"
"AL",2008,3067,5654,"Washington"
"AL",2008,4612,1868,"Wilcox"
"AL",2008,1757,8103,"Winston"
"AR",2008,2619,4185,"Arkansas"
"AR",2008,2976,5406,"Ashley"
"AR",2008,6539,12852,"Baxter"
"AR",2008,23331,51124,"Benton"
"AR",2008,4435,10575,"Boone"
"AR",2008,1680,2262,"Bradley"
"AR",2008,691,1462,"Calhoun"
"AR",2008,4172,6083,"Carroll"
"AR",2008,3043,2119,"Chicot"
"AR",2008,4267,4608,"Clark"
"AR",2008,2244,3032,"Clay"
"AR",2008,2951,7962,"Cleburne"
"AR",2008,911,2451,"Cleveland"
"AR",2008,3554,5861,"Columbia"
"AR",2008,3149,4691,"Conway"
"AR",2008,11294,18881,"Craighead"
"AR",2008,5238,14688,"Crawford"
"AR",2008,10330,7650,"Crittenden"
"AR",2008,2580,4393,"Cross"
"AR",2008,1471,1757,"Dallas"
"AR",2008,2569,1999,"Desha"
"AR",2008,2598,3860,"Drew"
"AR",2008,14955,25362,"Faulkner"
"AR",2008,1869,4411,"Franklin"
"AR",2008,1819,2702,"Fulton"
"AR",2008,15899,26825,"Garland"
"AR",2008,1562,5023,"Grant"
"AR",2008,4541,8578,"Greene"
"AR",2008,2869,4273,"Hempstead"
"AR",2008,4288,7209,"Hot Spring"
"AR",2008,1746,2957,"Howard"
"AR",2008,3688,8255,"Independence"
"AR",2008,1792,3193,"Izard"
"AR",2008,2207,3118,"Jackson"
"AR",2008,18465,10655,"Jefferson"
"AR",2008,3034,4922,"Johnson"
"AR",2008,1133,1685,"Lafayette"
"AR",2008,2138,3357,"Lawrence"
"AR",2008,2263,1454,"Lee"
"AR",2008,1710,2513,"Lincoln"
"AR",2008,1753,3247,"Little River"
"AR",2008,2286,5350,"Logan"
"AR",2008,5968,17242,"Lonoke"
"AR",2008,2144,3972,"Madison"
"AR",2008,2384,4524,"Marion"
"AR",2008,4869,9913,"Miller"
"AR",2008,6667,6976,"Mississippi"
"AR",2008,1615,1754,"Monroe"
"AR",2008,1092,2365,"Montgomery"
"AR",2008,1474,2062,"Nevada"
"AR",2008,1182,2588,"Newton"
"AR",2008,4346,5427,"Ouachita"
"AR",2008,1352,2743,"Perry"
"AR",2008,5695,3097,"Phillips"
"AR",2008,1089,2727,"Pike"
"AR",2008,2742,4903,"Poinsett"
"AR",2008,1957,5473,"Polk"
"AR",2008,6002,15568,"Pope"
"AR",2008,1048,2223,"Prairie"
"AR",2008,88854,70212,"Pulaski"
"AR",2008,2469,3615,"Randolph"
"AR",2008,5486,3917,"Saint Francis"
"AR",2008,12695,30981,"Saline"
"AR",2008,1053,2791,"Scott"
"AR",2008,961,2726,"Searcy"
"AR",2008,13673,28637,"Sebastian"
"AR",2008,1291,3125,"Sevier"
"AR",2008,2436,4535,"Sharp"
"AR",2008,1598,3534,"Stone"
"AR",2008,6190,10677,"Union"
"AR",2008,2151,4276,"Van Buren"
"AR",2008,29021,37963,"Washington"
"AR",2008,6732,19467,"White"
"AR",2008,1412,1206,"Woodruff"
"AR",2008,2003,3808,"Yell"
"AZ",2008,15390,8551,"Apache"
"AZ",2008,18943,29026,"Cochise"
"AZ",2008,31433,22186,"Coconino"
"AZ",2008,7884,14095,"Gila"
"AZ",2008,3487,8376,"Graham"
"AZ",2008,1165,1712,"Greenlee"
"AZ",2008,1929,3509,"La Paz"
"AZ",2008,602166,746448,"Maricopa"
"AZ",2008,22092,44333,"Mohave"
"AZ",2008,15579,19761,"Navajo"
"AZ",2008,206254,182406,"Pima"
"AZ",2008,44254,59421,"Pinal"
"AZ",2008,8683,4518,"Santa Cruz"
"AZ",2008,36889,61192,"Yavapai"
"AZ",2008,18559,24577,"Yuma"
"CA",2008,489106,119555,"Alameda"
"CA",2008,422,252,"Alpine"
"CA",2008,7813,10561,"Amador"
"CA",2008,49013,46706,"Butte"
"CA",2008,9813,12835,"Calaveras"
"CA",2008,2569,3733,"Colusa"
"CA",2008,306983,136436,"Contra Costa"
"CA",2008,4323,4967,"Del Norte"
"CA",2008,40529,50314,"El Dorado"
"CA",2008,136706,131015,"Fresno"
"CA",2008,3734,5910,"Glenn"
"CA",2008,39692,21713,"Humboldt"
"CA",2008,24162,14008,"Imperial"
"CA",2008,3743,4523,"Inyo"
"CA",2008,93457,134793,"Kern"
"CA",2008,14747,19710,"Kings"
"CA",2008,14854,9935,"Lake"
"CA",2008,3586,7483,"Lassen"
"CA",2008,2295853,956425,"Los Angeles"
"CA",2008,17952,23583,"Madera"
"CA",2008,109320,28384,"Marin"
"CA",2008,4100,5298,"Mariposa"
"CA",2008,27843,10721,"Mendocino"
"CA",2008,34031,28704,"Merced"
"CA",2008,1313,2981,"Modoc"
"CA",2008,3093,2354,"Mono"
"CA",2008,88453,38797,"Monterey"
"CA",2008,38849,19484,"Napa"
"CA",2008,28617,25663,"Nevada"
"CA",2008,549558,579064,"Orange"
"CA",2008,75112,94647,"Placer"
"CA",2008,4715,6035,"Plumas"
"CA",2008,325017,310041,"Riverside"
"CA",2008,316506,213583,"Sacramento"
"CA",2008,11917,7425,"San Benito"
"CA",2008,315720,277408,"San Bernardino"
"CA",2008,666581,541032,"San Diego"
"CA",2008,322220,52292,"San Francisco"
"CA",2008,113974,91607,"San Joaquin"
"CA",2008,68176,61055,"San Luis Obispo"
"CA",2008,222826,75057,"San Mateo"
"CA",2008,105614,65585,"Santa Barbara"
"CA",2008,462241,190039,"Santa Clara"
"CA",2008,98745,25244,"Santa Cruz"
"CA",2008,28867,49588,"Shasta"
"CA",2008,743,1158,"Sierra"
"CA",2008,9292,11520,"Siskiyou"
"CA",2008,102095,56035,"Solano"
"CA",2008,168888,55127,"Sonoma"
"CA",2008,80279,77497,"Stanislaus"
"CA",2008,13412,18911,"Sutter"
"CA",2008,8945,14843,"Tehama"
"CA",2008,3233,2940,"Trinity"
"CA",2008,43634,59765,"Tulare"
"CA",2008,11532,14988,"Tuolumne"
"CA",2008,187601,145853,"Ventura"
"CA",2008,53488,24592,"Yolo"
"CA",2008,8866,12007,"Yuba"
"CO",2008,93445,63976,"Adams"
"CO",2008,3521,2635,"Alamosa"
"CO",2008,148224,113868,"Arapahoe"
"CO",2008,2836,3638,"Archuleta"
"CO",2008,536,1572,"Baca"
"CO",2008,799,1077,"Bent"
"CO",2008,124159,44904,"Boulder"
"CO",2008,16168,12757,"Broomfield"
"CO",2008,4862,4873,"Chaffee"
"CO",2008,198,890,"Cheyenne"
"CO",2008,3332,2300,"Clear Creek"
"CO",2008,2154,1653,"Conejos"
"CO",2008,1245,415,"Costilla"
"CO",2008,552,976,"Crowley"
"CO",2008,912,1672,"Custer"
"CO",2008,5084,10067,"Delta"
"CO",2008,204882,62567,"Denver"
"CO",2008,369,818,"Dolores"
"CO",2008,61960,88108,"Douglas"
"CO",2008,13191,8181,"Eagle"
"CO",2008,108899,160318,"El Paso"
"CO",2008,3819,9108,"Elbert"
"CO",2008,6844,12668,"Fremont"
"CO",2008,11357,11359,"Garfield"
"CO",2008,1990,1283,"Gilpin"
"CO",2008,4037,4128,"Grand"
"CO",2008,5557,3131,"Gunnison"
"CO",2008,240,344,"Hinsdale"
"CO",2008,1989,1580,"Huerfano"
"CO",2008,277,624,"Jackson"
"CO",2008,158158,131628,"Jefferson"
"CO",2008,178,650,"Kiowa"
"CO",2008,912,2455,"Kit Carson"
"CO",2008,16057,11503,"La Plata"
"CO",2008,1859,1078,"Lake"
"CO",2008,89823,73642,"Larimer"
"CO",2008,3562,3086,"Las Animas"
"CO",2008,546,1717,"Lincoln"
"CO",2008,2846,6002,"Logan"
"CO",2008,24008,44578,"Mesa"
"CO",2008,270,334,"Mineral"
"CO",2008,1582,4135,"Moffat"
"CO",2008,4661,6961,"Montezuma"
"CO",2008,6495,12199,"Montrose"
"CO",2008,3813,6272,"Morgan"
"CO",2008,3547,4393,"Otero"
"CO",2008,1636,1367,"Ouray"
"CO",2008,4250,4896,"Park"
"CO",2008,622,1613,"Phillips"
"CO",2008,7349,2484,"Pitkin"
"CO",2008,1487,3043,"Prowers"
"CO",2008,41097,30257,"Pueblo"
"CO",2008,655,2437,"Rio Blanco"
"CO",2008,2448,2930,"Rio Grande"
"CO",2008,8270,4725,"Routt"
"CO",2008,1730,956,"Saguache"
"CO",2008,264,218,"San Juan"
"CO",2008,3349,933,"San Miguel"
"CO",2008,468,857,"Sedgwick"
"CO",2008,9802,4883,"Summit"
"CO",2008,4513,8146,"Teller"
"CO",2008,529,1949,"Washington"
"CO",2008,47292,56526,"Weld"
"CO",2008,1117,3286,"Yuma"
"CT",2008,242936,167736,"Fairfield"
"CT",2008,268721,138984,"Hartford"
"CT",2008,51041,46173,"Litchfield"
"CT",2008,52984,32918,"Middlesex"
"CT",2008,233589,144650,"New Haven"
"CT",2008,74776,48491,"New London"
"CT",2008,45053,29266,"Tolland"
"CT",2008,28673,21210,"Windham"
"DC",2008,28977,1599,"Ward 1"
"DC",2008,24865,3619,"Ward 2"
"DC",2008,30491,5737,"Ward 3"
"DC",2008,34720,1395,"Ward 4"
"DC",2008,33259,887,"Ward 5"
"DC",2008,31031,3518,"Ward 6"
"DC",2008,33663,312,"Ward 7"
"DC",2008,27394,210,"Ward 8"
"DE",2008,36392,29827,"Kent"
"DE",2008,178768,74608,"New Castle"
"DE",2008,40299,47939,"Sussex"
"FL",2008,75565,48513,"Alachua"
"FL",2008,2327,8672,"Baker"
"FL",2008,23653,56683,"Bay"
"FL",2008,3430,8136,"Bradford"
"FL",2008,127620,157589,"Brevard"
"FL",2008,492640,237729,"Broward"
"FL",2008,1821,4345,"Calhoun"
"FL",2008,39031,45205,"Charlotte"
"FL",2008,31460,43706,"Citrus"
"FL",2008,26697,67203,"Clay"
"FL",2008,54450,86379,"Collier"
"FL",2008,9171,18670,"Columbia"
"FL",2008,4383,5632,"DeSoto"
"FL",2008,1925,5194,"Dixie"
"FL",2008,202618,210537,"Duval"
"FL",2008,61572,91411,"Escambia"
"FL",2008,24726,23951,"Flagler"
"FL",2008,2134,3818,"Franklin"
"FL",2008,15582,6811,"Gadsden"
"FL",2008,1996,5656,"Gilchrist"
"FL",2008,1674,2533,"Glades"
"FL",2008,2149,4980,"Gulf"
"FL",2008,2364,3179,"Hamilton"
"FL",2008,2568,4763,"Hardee"
"FL",2008,4998,5780,"Hendry"
"FL",2008,41886,45021,"Hernando"
"FL",2008,18135,26221,"Highlands"
"FL",2008,272963,236355,"Hillsborough"
"FL",2008,1446,7033,"Holmes"
"FL",2008,29710,40176,"Indian River"
"FL",2008,7671,13717,"Jackson"
"FL",2008,4088,3797,"Jefferson"
"FL",2008,642,2679,"Lafayette"
"FL",2008,62948,82802,"Lake"
"FL",2008,119701,147608,"Lee"
"FL",2008,91747,55705,"Leon"
"FL",2008,6711,11754,"Levy"
"FL",2008,895,2339,"Liberty"
"FL",2008,4270,4544,"Madison"
"FL",2008,70034,80721,"Manatee"
"FL",2008,70839,89628,"Marion"
"FL",2008,33508,44143,"Martin"
"FL",2008,499831,360551,"Miami-Dade"
"FL",2008,20907,18933,"Monroe"
"FL",2008,10618,27403,"Nassau"
"FL",2008,25872,68789,"Okaloosa"
"FL",2008,5108,7561,"Okeechobee"
"FL",2008,273009,186832,"Orange"
"FL",2008,59962,40086,"Osceola"
"FL",2008,361271,226037,"Palm Beach"
"FL",2008,102417,110104,"Pasco"
"FL",2008,248299,210066,"Pinellas"
"FL",2008,113865,128878,"Polk"
"FL",2008,13236,19637,"Putnam"
"FL",2008,19470,55972,"Santa Rosa"
"FL",2008,102686,102897,"Sarasota"
"FL",2008,99335,105070,"Seminole"
"FL",2008,35791,69222,"St. Johns"
"FL",2008,67125,52512,"St. Lucie"
"FL",2008,17655,30866,"Sumter"
"FL",2008,4916,12534,"Suwannee"
"FL",2008,2803,6457,"Taylor"
"FL",2008,1300,3940,"Union"
"FL",2008,127795,113938,"Volusia"
"FL",2008,5311,8877,"Wakulla"
"FL",2008,7174,19561,"Walton"
"FL",2008,2863,8178,"Washington"
"GA",2008,1846,5085,"Appling"
"GA",2008,938,1941,"Atkinson"
"GA",2008,817,3089,"Bacon"
"GA",2008,846,828,"Baker"
"GA",2008,8587,7823,"Baldwin"
"GA",2008,1027,5120,"Banks"
"GA",2008,6657,17625,"Barrow"
"GA",2008,9662,25976,"Bartow"
"GA",2008,2590,3417,"Ben Hill"
"GA",2008,1471,4901,"Berrien"
"GA",2008,38987,27037,"Bibb"
"GA",2008,1380,3657,"Bleckley"
"GA",2008,1119,5080,"Brantley"
"GA",2008,2669,3507,"Brooks"
"GA",2008,3636,9112,"Bryan"
"GA",2008,9586,14174,"Bulloch"
"GA",2008,5233,4344,"Burke"
"GA",2008,3065,5947,"Butts"
"GA",2008,1342,862,"Calhoun"
"GA",2008,6482,10502,"Camden"
"GA",2008,1209,2286,"Candler"
"GA",2008,14334,28661,"Carroll"
"GA",2008,6025,18218,"Catoosa"
"GA",2008,1197,2466,"Charlton"
"GA",2008,62755,46829,"Chatham"
"GA",2008,830,811,"Chattahoochee"
"GA",2008,2596,5572,"Chattooga"
"GA",2008,22350,70279,"Cherokee"
"GA",2008,29591,15333,"Clarke"
"GA",2008,879,558,"Clay"
"GA",2008,82527,16506,"Clayton"
"GA",2008,989,1678,"Clinch"
"GA",2008,141216,170957,"Cobb"
"GA",2008,4811,8872,"Coffee"
"GA",2008,4139,9185,"Colquitt"
"GA",2008,15703,39322,"Columbia"
"GA",2008,2075,3782,"Cook"
"GA",2008,15521,37571,"Coweta"
"GA",2008,1832,3358,"Crawford"
"GA",2008,3085,4424,"Crisp"
"GA",2008,1612,4703,"Dade"
"GA",2008,1632,8242,"Dawson"
"GA",2008,4424,5890,"Decatur"
"GA",2008,254594,65581,"DeKalb"
"GA",2008,2595,5543,"Dodge"
"GA",2008,2138,1991,"Dooly"
"GA",2008,26135,12547,"Dougherty"
"GA",2008,27825,26812,"Douglas"
"GA",2008,2603,2711,"Early"
"GA",2008,201,981,"Echols"
"GA",2008,4936,15230,"Effingham"
"GA",2008,3366,4868,"Elbert"
"GA",2008,3068,5110,"Emanuel"
"GA",2008,1374,2462,"Evans"
"GA",2008,2611,7807,"Fannin"
"GA",2008,20313,38501,"Fayette"
"GA",2008,10691,23132,"Floyd"
"GA",2008,15406,59166,"Forsyth"
"GA",2008,1914,6069,"Franklin"
"GA",2008,272000,130136,"Fulton"
"GA",2008,2614,8408,"Gilmer"
"GA",2008,210,1202,"Glascock"
"GA",2008,12676,20479,"Glynn"
"GA",2008,4268,13113,"Gordon"
"GA",2008,3539,5775,"Grady"
"GA",2008,3339,4532,"Greene"
"GA",2008,129025,158746,"Gwinnett"
"GA",2008,2900,11766,"Habersham"
"GA",2008,14457,44962,"Hall"
"GA",2008,3535,795,"Hancock"
"GA",2008,2248,8658,"Haralson"
"GA",2008,4184,10648,"Harris"
"GA",2008,3365,6537,"Hart"
"GA",2008,1042,3133,"Heard"
"GA",2008,40567,47157,"Henry"
"GA",2008,22094,33392,"Houston"
"GA",2008,1197,2605,"Irwin"
"GA",2008,4950,17776,"Jackson"
"GA",2008,1935,3916,"Jasper"
"GA",2008,1356,3867,"Jeff Davis"
"GA",2008,4149,3061,"Jefferson"
"GA",2008,1482,1936,"Jenkins"
"GA",2008,1198,2426,"Johnson"
"GA",2008,4572,7782,"Jones"
"GA",2008,2752,4873,"Lamar"
"GA",2008,1062,1787,"Lanier"
"GA",2008,7769,12052,"Laurens"
"GA",2008,3100,9925,"Lee"
"GA",2008,10474,5828,"Liberty"
"GA",2008,1650,2731,"Lincoln"
"GA",2008,1288,2119,"Long"
"GA",2008,17597,21269,"Lowndes"
"GA",2008,2586,8326,"Lumpkin"
"GA",2008,3251,1712,"Macon"
"GA",2008,2965,8226,"Madison"
"GA",2008,1381,1772,"Marion"
"GA",2008,3989,5400,"McDuffie"
"GA",2008,2905,3282,"McIntosh"
"GA",2008,4465,4982,"Meriwether"
"GA",2008,818,1899,"Miller"
"GA",2008,3872,4201,"Mitchell"
"GA",2008,4106,7933,"Monroe"
"GA",2008,1045,2521,"Montgomery"
"GA",2008,3091,5987,"Morgan"
"GA",2008,3026,8180,"Murray"
"GA",2008,44158,29568,"Muscogee"
"GA",2008,20827,20337,"Newton"
"GA",2008,4825,12120,"Oconee"
"GA",2008,2232,4144,"Oglethorpe"
"GA",2008,17229,39192,"Paulding"
"GA",2008,5927,5173,"Peach"
"GA",2008,2595,10004,"Pickens"
"GA",2008,1253,5500,"Pierce"
"GA",2008,1575,6547,"Pike"
"GA",2008,4052,9850,"Polk"
"GA",2008,1377,2553,"Pulaski"
"GA",2008,3102,5966,"Putnam"
"GA",2008,597,509,"Quitman"
"GA",2008,2001,5487,"Rabun"
"GA",2008,1833,1370,"Randolph"
"GA",2008,52100,26842,"Richmond"
"GA",2008,20526,16921,"Rockdale"
"GA",2008,479,1252,"Schley"
"GA",2008,3024,3423,"Screven"
"GA",2008,1660,2315,"Seminole"
"GA",2008,10141,14885,"Spalding"
"GA",2008,2705,7689,"Stephens"
"GA",2008,1305,783,"Stewart"
"GA",2008,6454,5717,"Sumter"
"GA",2008,2369,1301,"Talbot"
"GA",2008,643,339,"Taliaferro"
"GA",2008,1932,4730,"Tattnall"
"GA",2008,1536,2021,"Taylor"
"GA",2008,1862,2486,"Telfair"
"GA",2008,2501,1890,"Terrell"
"GA",2008,7720,10642,"Thomas"
"GA",2008,4749,9431,"Tift"
"GA",2008,2964,6658,"Toombs"
"GA",2008,1391,4292,"Towns"
"GA",2008,1112,1826,"Treutlen"
"GA",2008,10455,15391,"Troup"
"GA",2008,1427,2096,"Turner"
"GA",2008,2402,2087,"Twiggs"
"GA",2008,2486,8013,"Union"
"GA",2008,4061,7291,"Upson"
"GA",2008,6095,17110,"Walker"
"GA",2008,8469,27253,"Walton"
"GA",2008,4034,8311,"Ware"
"GA",2008,1554,1087,"Warren"
"GA",2008,4607,4216,"Washington"
"GA",2008,2858,7601,"Wayne"
"GA",2008,515,588,"Webster"
"GA",2008,794,1408,"Wheeler"
"GA",2008,2174,8467,"White"
"GA",2008,8167,19230,"Whitfield"
"GA",2008,978,2159,"Wilcox"
"GA",2008,2315,2705,"Wilkes"
"GA",2008,2298,2349,"Wilkinson"
"GA",2008,2542,5780,"Worth"
"HI",2004,50819,14866,"Hawaii"
"HI",2004,214239,88164,"Honolulu"
"HI",2004,20416,6245,"Kauai"
"HI",2004,39727,11154,"Maui"
"IA",2008,1924,2060,"Adair"
"IA",2008,1118,1046,"Adams"
"IA",2008,3971,2965,"Allamakee"
"IA",2008,2970,3086,"Appanoose"
"IA",2008,1739,1634,"Audubon"
"IA",2008,7058,6447,"Benton"
"IA",2008,39184,24662,"Black Hawk"
"IA",2008,7356,6293,"Boone"
"IA",2008,6940,5741,"Bremer"
"IA",2008,6050,4139,"Buchanan"
"IA",2008,4075,4223,"Buena Vista"
"IA",2008,3364,3700,"Butler"
"IA",2008,2341,2741,"Calhoun"
"IA",2008,5302,4922,"Carroll"
"IA",2008,3211,4006,"Cass"
"IA",2008,5221,4289,"Cedar"
"IA",2008,14405,9375,"Cerro Gordo"
"IA",2008,2890,3372,"Cherokee"
"IA",2008,3923,2557,"Chickasaw"
"IA",2008,2218,2118,"Clarke"
"IA",2008,3925,4355,"Clay"
"IA",2008,5195,3651,"Clayton"
"IA",2008,15018,9324,"Clinton"
"IA",2008,3715,3345,"Crawford"
"IA",2008,15149,16954,"Dallas"
"IA",2008,1680,2029,"Davis"
"IA",2008,1986,2020,"Decatur"
"IA",2008,4649,4113,"Delaware"
"IA",2008,12462,7721,"Des Moines"
"IA",2008,4625,5162,"Dickinson"
"IA",2008,28611,18651,"Dubuque"
"IA",2008,2570,2373,"Emmet"
"IA",2008,5908,4205,"Fayette"
"IA",2008,4822,3051,"Floyd"
"IA",2008,2575,2501,"Franklin"
"IA",2008,1848,1989,"Fremont"
"IA",2008,2371,2349,"Greene"
"IA",2008,2790,3945,"Grundy"
"IA",2008,2625,3074,"Guthrie"
"IA",2008,4018,3913,"Hamilton"
"IA",2008,2805,3016,"Hancock"
"IA",2008,4393,4315,"Hardin"
"IA",2008,3555,3909,"Harrison"
"IA",2008,4349,4822,"Henry"
"IA",2008,2941,1722,"Howard"
"IA",2008,2160,2895,"Humboldt"
"IA",2008,1454,2036,"Ida"
"IA",2008,4202,4188,"Iowa"
"IA",2008,6102,3673,"Jackson"
"IA",2008,10250,8794,"Jasper"
"IA",2008,5070,3324,"Jefferson"
"IA",2008,51027,20732,"Johnson"
"IA",2008,5446,4405,"Jones"
"IA",2008,2518,2712,"Keokuk"
"IA",2008,4625,4329,"Kossuth"
"IA",2008,9821,7062,"Lee"
"IA",2008,68037,43626,"Linn"
"IA",2008,2523,2314,"Louisa"
"IA",2008,2029,2330,"Lucas"
"IA",2008,1675,4471,"Lyon"
"IA",2008,3733,4579,"Madison"
"IA",2008,4464,6271,"Mahaska"
"IA",2008,7421,9256,"Marion"
"IA",2008,10023,8278,"Marshall"
"IA",2008,2976,4183,"Mills"
"IA",2008,3179,2469,"Mitchell"
"IA",2008,2295,2411,"Monona"
"IA",2008,1798,2000,"Monroe"
"IA",2008,2326,2887,"Montgomery"
"IA",2008,10920,7929,"Muscatine"
"IA",2008,2338,4894,"O'Brien"
"IA",2008,1037,2027,"Osceola"
"IA",2008,2900,4351,"Page"
"IA",2008,2428,2294,"Palo Alto"
"IA",2008,4629,7765,"Plymouth"
"IA",2008,1800,2138,"Pocahontas"
"IA",2008,120984,89668,"Polk"
"IA",2008,20436,21237,"Pottawattamie"
"IA",2008,5519,4340,"Poweshiek"
"IA",2008,1236,1401,"Ringgold"
"IA",2008,2256,2705,"Sac"
"IA",2008,48927,36365,"Scott"
"IA",2008,2863,3488,"Shelby"
"IA",2008,3030,13490,"Sioux"
"IA",2008,26548,18995,"Story"
"IA",2008,4899,3820,"Tama"
"IA",2008,1347,1607,"Taylor"
"IA",2008,3000,2781,"Union"
"IA",2008,1546,1986,"Van Buren"
"IA",2008,8820,6663,"Wapello"
"IA",2008,12299,12144,"Warren"
"IA",2008,5170,5247,"Washington"
"IA",2008,1357,1565,"Wayne"
"IA",2008,9917,8337,"Webster"
"IA",2008,3254,2730,"Winnebago"
"IA",2008,6829,4273,"Winneshiek"
"IA",2008,21983,22219,"Woodbury"
"IA",2008,2567,1612,"Worth"
"IA",2008,3102,3198,"Wright"
"ID",2008,82236,93328,"Ada"
"ID",2008,728,1517,"Adams"
"ID",2008,14792,19356,"Bannock"
"ID",2008,502,2377,"Bear Lake"
"ID",2008,1407,2646,"Benewah"
"ID",2008,4424,12230,"Bingham"
"ID",2008,6947,3439,"Blaine"
"ID",2008,1240,2433,"Boise"
"ID",2008,7840,11145,"Bonner"
"ID",2008,11417,29334,"Bonneville"
"ID",2008,1484,3078,"Boundary"
"ID",2008,318,1056,"Butte"
"ID",2008,187,422,"Camas"
"ID",2008,20147,42752,"Canyon"
"ID",2008,553,2656,"Caribou"
"ID",2008,1332,6309,"Cassia"
"ID",2008,64,305,"Clark"
"ID",2008,1211,2569,"Clearwater"
"ID",2008,611,1694,"Custer"
"ID",2008,2591,5665,"Elmore"
"ID",2008,600,4246,"Franklin"
"ID",2008,1065,4700,"Fremont"
"ID",2008,2166,5585,"Gem"
"ID",2008,1489,3765,"Gooding"
"ID",2008,2017,5895,"Idaho County"
"ID",2008,1641,8540,"Jefferson"
"ID",2008,1794,4897,"Jerome"
"ID",2008,22120,38387,"Kootenai"
"ID",2008,9195,7988,"Latah"
"ID",2008,1061,2938,"Lemhi"
"ID",2008,479,1275,"Lewis"
"ID",2008,545,1232,"Lincoln"
"ID",2008,1627,11131,"Madison"
"ID",2008,1630,5087,"Minidoka"
"ID",2008,7123,10357,"Nez Perce"
"ID",2008,381,1724,"Oneida"
"ID",2008,944,3024,"Owyhee"
"ID",2008,2415,5988,"Payette"
"ID",2008,1027,1754,"Power"
"ID",2008,2521,2953,"Shoshone"
"ID",2008,2302,2263,"Teton"
"ID",2008,8621,19032,"Twin Falls"
"ID",2008,2405,2772,"Valley"
"ID",2008,1241,3168,"Washington"
"IL",2008,11794,18711,"Adams"
"IL",2008,2189,1692,"Alexander"
"IL",2008,3843,3947,"Bond"
"IL",2008,11333,10403,"Boone"
"IL",2008,986,1544,"Brown"
"IL",2008,8889,7911,"Bureau"
"IL",2008,1423,1221,"Calhoun"
"IL",2008,3965,3596,"Carroll"
"IL",2008,2690,2617,"Cass"
"IL",2008,48597,33871,"Champaign"
"IL",2008,6918,7872,"Christian"
"IL",2008,3742,4409,"Clark"
"IL",2008,2425,3926,"Clay"
"IL",2008,7657,9357,"Clinton"
"IL",2008,11716,10978,"Coles"
"IL",2008,1629024,487736,"Cook"
"IL",2008,3883,5070,"Crawford"
"IL",2008,2055,3156,"Cumberland"
"IL",2008,25784,18266,"DeKalb"
"IL",2008,3308,4348,"DeWitt"
"IL",2008,3228,5005,"Douglas"
"IL",2008,228698,183626,"DuPage"
"IL",2008,3743,4398,"Edgar"
"IL",2008,1140,2137,"Edwards"
"IL",2008,5262,11323,"Effingham"
"IL",2008,3967,5499,"Fayette"
"IL",2008,2227,4079,"Ford"
