"State","County","dem.Count16","gop.Count16"
"OK","Major",310,2940
"OK","Marshall",1095,4202
"OK","Mayes",3423,11550
"OK","McClain",2893,13151
"OK","McCurtain",1799,8642
"OK","McIntosh",2122,5501
"OK","Murray",1086,4173
"OK","Muskogee",7969,15029
"OK","Noble",901,3707
"OK","Nowata",742,3321
"OK","Okfuskee",943,2791
"OK","Oklahoma",112661,141429
"OK","Okmulgee",4379,8926
"OK","Osage",5593,12559
"OK","Ottawa",2584,7627
"OK","Pawnee",1341,4716
"OK","Payne",8785,16644
"OK","Pittsburg",3704,12740
"OK","Pontotoc",3633,10420
"OK","Pottawatomie",6005,17826
"OK","Pushmataha",748,3581
"OK","Roger Mills",151,1546
"OK","Rogers",7895,30893
"OK","Seminole",2067,5612
"OK","Sequoyah",3061,10888
"OK","Stephens",3084,14166
"OK","Texas",855,4615
"OK","Tillman",657,1944
"OK","Tulsa",87663,143985
"OK","Wagoner",6711,22967
"OK","Washington",5047,15810
"OK","Washita",588,3851
"OK","Woods",521,2945
"OK","Woodward",871,6329
"OR","Baker",1781,6160
"OR","Benton",28431,13030
"OR","Clackamas",90187,79062
"OR","Clatsop",8899,7794
"OR","Columbia",9959,12967
"OR","Coos",10355,17699
"OR","Crook",2591,8388
"OR","Curry",4253,7157
"OR","Deschutes",40222,43667
"OR","Douglas",13891,34112
"OR","Gilliam",221,632
"OR","Grant",732,3187
"OR","Harney",682,2904
"OR","Hood River",6359,3223
"OR","Jackson",43550,53083
"OR","Jefferson",2892,5337
"OR","Josephine",13223,26582
"OR","Klamath",7080,20170
"OR","Lake",628,3001
"OR","Lane",100497,66218
"OR","Lincoln",12300,9901
"OR","Linn",17456,32683
"OR","Malheur",2213,7141
"OR","Marion",48803,54336
"OR","Morrow",1004,2698
"OR","Multnomah",271754,63055
"OR","Polk",15741,18333
"OR","Sherman",202,726
"OR","Tillamook",5701,6486
"OR","Umatilla",7466,16775
"OR","Union",3221,8378
"OR","Wallowa",1097,2825
"OR","Wasco",4634,5721
"OR","Washington",137818,75903
"OR","Wheeler",153,583
"OR","Yamhill",18635,22589
"PA","Adams",14077,31249
"PA","Allegheny",363017,257488
"PA","Armstrong",6849,22676
"PA","Beaver",30225,46081
"PA","Bedford",3613,19455
"PA","Berks",75169,93094
"PA","Blair",13093,37224
"PA","Bradford",6263,17957
"PA","Bucks",165861,163873
"PA","Butler",26834,61388
"PA","Cambria",17798,40510
"PA","Cameron",469,1495
"PA","Carbon",8917,18714
"PA","Centre",36555,35099
"PA","Chester",140188,115582
"PA","Clarion",4256,12545
"PA","Clearfield",7700,23909
"PA","Clinton",4533,9701
"PA","Columbia",8502,17387
"PA","Crawford",10215,23912
"PA","Cumberland",44282,65649
"PA","Dauphin",64287,60620
"PA","Delaware",169169,106559
"PA","Elk",3637,9704
"PA","Erie",54820,57168
"PA","Fayette",17826,34388
"PA","Forest",626,1680
"PA","Franklin",17322,49554
"PA","Fulton",904,5676
"PA","Greene",4157,10394
"PA","Huntingdon",4487,14369
"PA","Indiana",11468,24920
"PA","Jefferson",3437,14533
"PA","Juniata",1810,8234
"PA","Lackawanna",51593,48102
"PA","Lancaster",90066,137145
"PA","Lawrence",13933,25323
"PA","Lebanon",17860,38804
"PA","Lehigh",77087,70285
"PA","Luzerne",51454,77508
"PA","Lycoming",12926,35475
"PA","McKean",3802,11159
"PA","Mercer",17631,30034
"PA","Mifflin",3563,14050
"PA","Monroe",31930,31706
"PA","Montgomery",251063,160803
"PA","Montour",2851,5274
"PA","Northampton",65936,71384
"PA","Northumberland",9184,24418
"PA","Perry",4630,15613
"PA","Philadelphia",560542,105418
"PA","Pike",9247,16035
"PA","Potter",1300,6247
"PA","Schuylkill",16724,43937
"PA","Snyder",3991,11710
"PA","Somerset",7367,27347
"PA","Sullivan",756,2318
"PA","Susquehanna",5065,13295
"PA","Tioga",3642,12928
"PA","Union",6138,10605
"PA","Venango",5889,15254
"PA","Warren",4828,12032
"PA","Washington",34436,58941
"PA","Wayne",6398,15269
"PA","Westmoreland",59506,116427
"PA","Wyoming",3573,8375
"PA","York",67428,126933
"RI","Bristol",14532,8910
"RI","Kent",37582,38141
"RI","Newport",22680,14975
"RI","Providence",141597,90321
"RI","Washington",33511,27074
"SC","Abbeville",3712,6742
"SC","Aiken",25426,45981
"SC","Allendale",2722,788
"SC","Anderson",21040,56109
"SC","Bamberg",3886,2197
"SC","Barnwell",4395,4888
"SC","Beaufort",29577,39986
"SC","Berkeley",30492,44223
"SC","Calhoun",3569,3785
"SC","Charleston",89048,75233
"SC","Cherokee",6089,15165
"SC","Chester",6582,7272
"SC","Chesterfield",7125,9576
"SC","Clarendon",7635,7246
"SC","Colleton",7616,9083
"SC","Darlington",13866,14973
"SC","Dillon",5832,5637
"SC","Dorchester",24010,34932
"SC","Edgefield",4491,6842
"SC","Fairfield",6936,4024
"SC","Florence",26630,29498
"SC","Georgetown",13234,17334
"SC","Greenville",73338,125595
"SC","Greenwood",10633,16881
"SC","Hampton",5163,3483
"SC","Horry",36731,83819
"SC","Jasper",7789,6100
"SC","Kershaw",10293,17464
"SC","Lancaster",13718,23598
"SC","Laurens",8845,16770
"SC","Lee",5170,2789
"SC","Lexington",35143,79866
"SC","Marion",8522,5434
"SC","Marlboro",5928,4257
"SC","McCormick",2479,2651
"SC","Newberry",6212,10011
"SC","Oconee",7979,24096
"SC","Orangeburg",26258,11909
"SC","Pickens",10327,36096
"SC","Richland",108401,52753
"SC","Saluda",2809,5525
"SC","Spartanburg",39888,76101
"SC","Sumter",24024,18733
"SC","Union",4727,7058
"SC","Williamsburg",9949,4863
"SC","York",41230,66245
"SD","Aurora",340,974
"SD","Beadle",1912,4455
"SD","Bennett",412,666
"SD","Bon Homme",704,2105
"SD","Brookings",4879,6748
"SD","Brown",5452,9613
"SD","Brule",571,1565
"SD","Buffalo",296,171
"SD","Butte",693,3355
"SD","Campbell",105,704
"SD","Charles Mix",935,2382
"SD","Clark",398,1139
"SD","Clay",2608,2109
"SD","Codington",3174,7764
"SD","Corson",535,588
"SD","Custer",1120,3290
"SD","Davison",2355,5157
"SD","Day",974,1627
"SD","Deuel",570,1366
"SD","Dewey",887,723
"SD","Douglas",214,1338
"SD","Edmunds",380,1433
"SD","Fall River",821,2511
"SD","Faulk",204,858
"SD","Grant",970,2381
"SD","Gregory",391,1600
"SD","Haakon",77,936
"SD","Hamlin",555,2051
"SD","Hand",334,1391
"SD","Hanson",424,1497
"SD","Harding",38,694
"SD","Hughes",2449,5174
"SD","Hutchinson",692,2517
"SD","Hyde",125,543
"SD","Jackson",323,722
"SD","Jerauld",264,648
"SD","Jones",69,450
"SD","Kingsbury",703,1680
"SD","Lake",2314,4038
"SD","Lawrence",3356,7411
"SD","Lincoln",8076,15499
"SD","Lyman",369,977
"SD","Marshall",754,1056
"SD","McCook",623,1794
"SD","McPherson",192,892
"SD","Meade",2223,8441
"SD","Mellette",238,402
"SD","Miner",281,706
"SD","Minnehaha",30610,42043
"SD","Moody",1042,1729
"SD","Pennington",14074,29804
"SD","Perkins",188,1333
"SD","Potter",215,1069
"SD","Roberts",1539,2142
"SD","Sanborn",241,819
"SD","Shannon",2504,241
"SD","Spink",919,1854
"SD","Stanley",329,1148
"SD","Sully",137,679
"SD","Todd",1505,487
"SD","Tripp",462,2069
"SD","Turner",961,2937
"SD","Union",2227,5288
"SD","Walworth",457,1896
"SD","Yankton",3301,5654
"SD","Ziebach",352,368
"TN","Anderson",9010,19201
"TN","Bedford",3384,11455
"TN","Benton",1474,4715
"TN","Bledsoe",896,3621
"TN","Blount",12085,37385
"TN","Bradley",7070,29761
"TN","Campbell",2248,9860
"TN","Cannon",1126,4006
"TN","Carroll",2323,7731
"TN","Carter",3453,16897
"TN","Cheatham",3877,11295
"TN","Chester",902,3827
"TN","Claiborne",1831,8589
"TN","Clay",707,2140
"TN","Cocke",1980,9791
"TN","Coffee",4741,14409
"TN","Crockett",1302,3977
"TN","Cumberland",5202,20410
"TN","Davidson",148473,84365
"TN","Decatur",894,3580
"TN","DeKalb",1566,5164
"TN","Dickson",4718,13213
"TN","Dyer",2815,10175
"TN","Fayette",5865,13046
"TN","Fentress",1100,6032
"TN","Franklin",4372,11526
"TN","Gibson",5255,13779
"TN","Giles",2915,7964
"TN","Grainger",1154,6618
"TN","Greene",4211,18538
"TN","Grundy",998,3626
"TN","Hamblen",4075,15839
"TN","Hamilton",55260,78661
"TN","Hancock",322,1842
"TN","Hardeman",4174,4912
"TN","Hardin",1622,8012
"TN","Hawkins",3502,16611
"TN","Haywood",3704,3010
"TN","Henderson",1796,8118
"TN","Henry",3061,9483
"TN","Hickman",1823,5685
"TN","Houston",865,2180
"TN","Humphreys",1967,4928
"TN","Jackson",1129,3229
"TN","Jefferson",3490,14760
"TN","Johnson",988,5400
"TN","Knox",62861,105724
"TN","Lake",577,1357
"TN","Lauderdale",3656,4884
"TN","Lawrence",2821,12419
"TN","Lewis",890,3579
"TN","Lincoln",2550,10375
"TN","Loudon",4916,17588
"TN","Macon",1071,6260
"TN","Madison",15438,21321
"TN","Marion",2829,7680
"TN","Marshall",2848,8167
"TN","Maury",10026,23781
"TN","McMinn",3507,14673
"TN","McNairy",1847,7839
"TN","Meigs",856,3337
"TN","Monroe",3184,13361
"TN","Montgomery",21686,32320
"TN","Moore",496,2325
"TN","Morgan",1053,5429
"TN","Obion",2425,9525
"TN","Overton",1943,6055
"TN","Perry",597,2167
"TN","Pickett",536,2019
"TN","Polk",1252,5097
"TN","Putnam",6847,18981
"TN","Rhea",1942,8650
"TN","Roane",4833,15863
"TN","Robertson",6634,19393
"TN","Rutherford",36627,64428
"TN","Scott",934,6044
"TN","Sequatchie",1051,4434
"TN","Sevier",6293,28610
"TN","Shelby",206640,114948
"TN","Smith",1688,5485
"TN","Stewart",1222,3864
"TN","Sullivan",11910,45577
"TN","Sumner",18153,50105
"TN","Tipton",5779,16893
"TN","Trousdale",943,2099
"TN","Unicoi",1260,5666
"TN","Union",1010,5024
"TN","Van Buren",539,1820
"TN","Warren",3535,9535
"TN","Washington",13003,34179
"TN","Wayne",717,5034
"TN","Weakley",2770,9001
"TN","White",1842,7657
"TN","Williamson",30992,68160
"TN","Wilson",14356,39304
"TX","Anderson",3358,13165
"TX","Andrews",836,3925
"TX","Angelina",7538,21666
"TX","Aransas",2458,7730
"TX","Archer",394,3785
"TX","Armstrong",70,924
"TX","Atascosa",4635,8598
"TX","Austin",2319,9637
"TX","Bailey",397,1343
"TX","Bandera",1726,8159
"TX","Bastrop",10555,16314
"TX","Baylor",191,1267
"TX","Bee",3443,4743
"TX","Bell",37608,51780
"TX","Bexar",319191,240161
"TX","Blanco",1244,4212
"TX","Borden",31,330
"TX","Bosque",1277,6325
"TX","Bowie",8831,24913
"TX","Brazoria",43075,72653
"TX","Brazos",23041,38662
"TX","Brewster",1869,2073
"TX","Briscoe",91,625
"TX","Brooks",1937,613
"TX","Brown",1621,12010
"TX","Burleson",1491,5316
"TX","Burnet",3785,14595
"TX","Caldwell",4663,6516
"TX","Calhoun",2118,4638
"TX","Callahan",568,4858
"TX","Cameron",59319,29432
"TX","Camp",1260,3201
"TX","Carson",249,2617
"TX","Cass",2250,9182
"TX","Castro",526,1413
"TX","Chambers",2939,13278
"TX","Cherokee",3466,12896
"TX","Childress",253,1802
"TX","Clay",536,4376
"TX","Cochran",190,679
"TX","Coke",140,1265
"TX","Coleman",387,3177
"TX","Collin",139837,200395
"TX","Collingsworth",145,983
"TX","Colorado",1977,6323
"TX","Comal",14166,44996
"TX","Comanche",788,4300
"TX","Concho",148,885
"TX","Cooke",2345,13174
"TX","Coryell",5057,12212
"TX","Cottle",84,486
"TX","Crane",299,1047
"TX","Crockett",372,980
"TX","Crosby",468,1180
"TX","Culberson",454,280
"TX","Dallam",222,1258
"TX","Dallas",458845,261865
"TX","Dawson",835,2636
"TX","Deaf Smith",1185,2911
"TX","Delta",400,1836
"TX","Denton",110000,169175
"TX","DeWitt",1161,5510
"TX","Dickens",128,755
"TX","Dimmit",2173,974
"TX","Donley",190,1225
"TX","Duval",2783,1316
"TX","Eastland",776,6008
"TX","Ector",10225,24976
"TX","Edwards",302,741
"TX","El Paso",145509,54567
"TX","Ellis",16197,44807
"TX","Erath",2159,11205
"TX","Falls",1682,3438
"TX","Fannin",2123,9536
"TX","Fayette",2127,8648
"TX","Fisher",403,1265
"TX","Floyd",435,1473
"TX","Foard",113,383
"TX","Fort Bend",134475,117212
"TX","Franklin",665,3583
"TX","Freestone",1461,5995
"TX","Frio",1401,1232
"TX","Gaines",597,3907
"TX","Galveston",45503,73566
"TX","Garza",224,1223
"TX","Gillespie",2286,10445
"TX","Glasscock",34,553
"TX","Goliad",973,2618
"TX","Gonzales",1567,4580
"TX","Gray",699,6495
"TX","Grayson",10276,35274
"TX","Gregg",11623,28693
"TX","Grimes",2194,7065
"TX","Guadalupe",18308,36495
"TX","Hale",2090,6347
"TX","Hall",164,891
"TX","Hamilton",479,3056
"TX","Hansford",171,1730
"TX","Hardeman",249,1207
"TX","Hardin",2779,19600
"TX","Harris",706471,544960
"TX","Harrison",7130,18712
"TX","Hartley",172,1727
"TX","Haskell",314,1403
"TX","Hays",33117,33730
"TX","Hemphill",181,1460
"TX","Henderson",5649,23574
"TX","Hidalgo",118739,48608
"TX","Hill",2535,10075
"TX","Hockley",1257,5793
"TX","Hood",4001,21367
"TX","Hopkins",2508,10704
"TX","Houston",1978,6205
"TX","Howard",1768,6635
"TX","Hudspeth",324,503
"TX","Hunt",6301,23866
"TX","Hutchinson",854,7039
"TX","Irion",90,660
"TX","Jack",314,2973
"TX","Jackson",904,4266
"TX","Jasper",2582,10578
"TX","Jeff Davis",422,694
"TX","Jefferson",42404,42828
"TX","Jim Hogg",1635,430
"TX","Jim Wells",6688,5411
"TX","Johnson",10976,44370
"TX","Jones",935,4815
"TX","Karnes",1144,2959
"TX","Kaufman",10265,29537
"TX","Kendall",3633,15663
"TX","Kenedy",99,84
"TX","Kent",59,360
"TX","Kerr",4665,17658
"TX","Kimble",206,1697
"TX","King",5,149
"TX","Kinney",457,936
"TX","Kleberg",4713,4364
"TX","Knox",247,1078
"TX","La Salle",1125,870
"TX","La Vaca",1170,7339
"TX","Lamar",3579,14546
"TX","Lamb",770,3040
"TX","Lampasas",1479,6371
"TX","Lee",1372,4996
"TX","Leon",909,6391
"TX","Liberty",4851,18856
"TX","Limestone",1748,5747
"TX","Lipscomb",135,1159
"TX","Live Oak",739,3450
"TX","Llano",1825,8283
"TX","Loving",4,57
"TX","Lubbock",27956,65566
"TX","Lynn",403,1546
"TX","Madison",881,3349
"TX","Marion",1156,2968
"TX","Martin",266,1453
"TX","Mason",353,1656
"TX","Matagorda",3357,8147
"TX","Maverick",10397,2816
"TX","McCulloch",480,2546
"TX","McLennan",27046,48245
"TX","McMullen",40,454
"TX","Medina",4624,12054
"TX","Menard",153,681
"TX","Midland",9993,36896
"TX","Milam",2042,6340
"TX","Mills",242,1949
"TX","Mitchell",353,1780
"TX","Montague",885,7526
"TX","Montgomery",45744,150188
"TX","Moore",1096,3974
"TX","Morris",1425,3443
"TX","Motley",40,571
"TX","Nacogdoches",6822,14751
"TX","Navarro",3998,11984
"TX","Newton",978,2961
"TX","Nolan",1029,3551
"TX","Nueces",49102,50704
"TX","Ochiltree",274,2628
"TX","Oldham",78,850
"TX","Orange",5716,25385
"TX","Palo Pinto",1700,8222
"TX","Panola",1835,8445
"TX","Parker",8329,46433
"TX","Parmer",848,1911
"TX","Pecos",1551,2463
"TX","Polk",7123,26587
"TX","Potter",7620,19499
"TX","Presidio",1458,652
"TX","Rains",619,3919
"TX","Randall",8340,43379
"TX","Reagan",167,709
"TX","Real",262,1382
"TX","Red River",1148,3924
"TX","Reeves",1659,1417
"TX","Refugio",1034,1830
"TX","Roberts",20,524
"TX","Robertson",2203,4665
"TX","Rockwall",9633,28396
"TX","Runnels",452,3241
"TX","Rusk",3935,14675
"TX","Sabine",614,3992
"TX","San Augustine",907,2620
"TX","San Jacinto",2034,8050
"TX","San Patricio",7825,13004
"TX","San Saba",293,2025
"TX","Schleicher",209,819
"TX","Scurry",733,4403
"TX","Shackelford",103,1378
"TX","Shelby",1757,7171
"TX","Sherman",96,807
"TX","Smith",22128,58631
"TX","Somervell",540,3206
"TX","Starr",9246,2218
"TX","Stephens",348,3033
"TX","Sterling",70,549
"TX","Stonewall",135,555
"TX","Sutton",313,1075
"TX","Swisher",462,1671
"TX","Tarrant",288001,345683
"TX","Taylor",10047,33172
"TX","Terrell",140,287
"TX","Terry",424,1295
"TX","Throckmorton",84,715
"TX","Titus",2538,6405
"TX","Tom Green",9117,27376
"TX","Travis",306475,126750
"TX","Trinity",1154,4737
"TX","Tyler",1243,6601
"TX","Upshur",2378,13198
"TX","Upton",284,961
"TX","Uvalde",3863,4828
"TX","Val Verde",6920,5856
"TX","Van Zandt",2792,18436
"TX","Victoria",8843,21253
"TX","Walker",6085,12878
"TX","Waller",5744,10525
"TX","Ward",780,2541
"TX","Washington",3381,10944
"TX","Webb",42297,12946
"TX","Wharton",4238,10149
"TX","Wheeler",194,2087
"TX","Wichita",8752,27609
"TX","Wilbarger",807,3166
"TX","Willacy",3416,1541
"TX","Williamson",84252,104029
"TX","Wilson",4790,13991
"TX","Winkler",420,1403
"TX","Wise",3412,20655
"TX","Wood",2624,15681
"TX","Yoakum",426,1797
"TX","Young",873,6587
"TX","Zapata",2056,1028
"TX","Zavala",2633,692
"UT","Beaver",264,1838
"UT","Box Elder",1814,10324
"UT","Cache",6705,16643
"UT","Carbon",1696,5182
"UT","Daggett",76,327
"UT","Davis",22575,46985
"UT","Duchesne",500,5505
"UT","Emery",379,3402
"UT","Garfield",352,1577
"UT","Grand",1932,1934
"UT","Iron",2104,10025
"UT","Juab",436,2759
"UT","Kane",739,2248
"UT","Millard",431,3860
"UT","Morgan",572,3156
"UT","Piute",31,537
"UT","Rich",104,786
"UT","Salt Lake",154831,117901
"UT","San Juan",1997,2635
"UT","Sanpete",1026,6436
"UT","Sevier",673,6455
"UT","Summit",10251,7160
"UT","Tooele",4015,9693
"UT","Uintah",1002,9876
"UT","Utah",24579,89755
"UT","Wasatch",3063,6115
"UT","Washington",9583,39566
"UT","Wayne",271,959
"UT","Weber",22187,38447
"VA","Accomack",6737,8582
"VA","Albemarle",33297,19232
"VA","Alexandria",57147,13241
"VA","Alleghany",2165,4873
"VA","Amelia",2150,4704
"VA","Amherst",4986,9643
"VA","Appomattox",2023,5714
"VA","Arlington",91879,20155
"VA","Augusta",8108,26152
"VA","Bath",603,1548
"VA","Bedford",9733,30578
"VA","Bedford City",0,0
"VA","Bland",453,2572
"VA","Botetourt",4492,13369
"VA","Bristol",1832,4884
"VA","Brunswick",4473,3045
"VA","Buchanan",1721,7292
"VA","Buckingham",3128,3969
"VA","Buena Vista",693,1432
"VA","Campbell",6597,19442
"VA","Caroline",6425,7143
"VA","Carroll",2557,10653
"VA","Charles City",2244,1381
"VA","Charlotte",2153,3479
"VA","Charlottesville",17865,2951
"VA","Chesapeake",52554,53988
"VA","Chesterfield",80993,84938
"VA","Clarke",3047,4657
"VA","Colonial Heights",2367,5681
"VA","Covington",914,1349
"VA","Craig",541,2139
"VA","Culpeper",7744,13341
"VA","Cumberland",2032,2693
"VA","Danville",11051,7306
"VA","Dickenson",1335,4932
"VA","Dinwiddie",5765,7447
"VA","Emporia",1531,792
"VA","Essex",2541,2657
"VA","Fairfax",354485,157837
"VA","Fairfax City",7363,3695
"VA","Falls Church",5810,1323
"VA","Fauquier",12960,22110
"VA","Floyd",2300,5289
"VA","Fluvanna",5751,7018
"VA","Franklin",7254,18560
"VA","Franklin City",2516,1421
"VA","Frederick",11920,26069
"VA","Fredericksburg",6690,3731
"VA","Galax",680,1603
"VA","Giles",1949,5930
"VA","Gloucester",5399,13087
"VA","Goochland",4884,8374
"VA","Grayson",1407,5593
"VA","Greene",2923,5943
"VA","Greensville",2558,1737
"VA","Halifax",6890,9698
"VA","Hampton",41030,17802
"VA","Hanover",19360,39592
"VA","Harrisonburg",10100,6232
"VA","Henrico",93615,59674
"VA","Henry",8199,15207
"VA","Highland",371,958
"VA","Hopewell",4722,3885
"VA","Isle of Wight",7673,11971
"VA","James City",19091,21284
"VA","King and Queen",1451,2059
"VA","King George",4002,7338
"VA","King William",2752,5963
"VA","Lancaster",2862,3520
"VA","Lee",1627,7542
"VA","Lexington",1514,766
"VA","Loudoun",99909,69633
"VA","Louisa",6208,10507
"VA","Lunenburg",2226,3206
"VA","Lynchburg",14787,17979
"VA","Madison",2202,4418
"VA","Manassas",8395,5934
"VA","Manassas Park",3218,1732
"VA","Martinsville",3531,2149
"VA","Mathews",1563,3515
"VA","Mecklenburg",6571,8283
"VA","Middlesex",2107,3668
"VA","Montgomery",20015,19455
"VA","Nelson",3677,4150
"VA","New Kent",3545,8117
"VA","Newport News",40997,23650
"VA","Norfolk",51429,19875
"VA","Northampton",3255,2686
"VA","Northumberland",2830,5089
"VA","Norton",383,1021
"VA","Nottoway",2829,3712
"VA","Orange",5955,10511
"VA","Page",2514,7824
"VA","Patrick",1768,6454
"VA","Petersburg",12005,1448
"VA","Pittsylvania",9195,21742
"VA","Poquoson",1599,5089
"VA","Portsmouth",28462,12773
"VA","Powhatan",4057,11875
"VA","Prince Edward",4590,4099
"VA","Prince George",6419,9157
"VA","Prince William",83093,54065
"VA","Pulaski",4170,10314
"VA","Radford",2923,2637
"VA","Rappahannock",1741,2532
"VA","Richmond",1347,2213
"VA","Richmond City",74640,14254
"VA","Roanoke",16787,30857
"VA","Roanoke City",23403,16045
"VA","Rockbridge",3506,6671
"VA","Rockingham",9361,25269
"VA","Russell",2328,9516
"VA","Salem",4212,7225
"VA","Scott",1579,8242
"VA","Shenandoah",5269,14078
"VA","Smyth",2661,9747
"VA","Southampton",3595,5035
"VA","Spotsylvania",24204,34619
"VA","Stafford",27879,33840
"VA","Staunton",5329,5129
"VA","Suffolk",23012,17206
"VA","Surry",2069,1785
"VA","Sussex",2874,2055
"VA","Tazewell",2895,15160
"VA","Virginia Beach",76744,84389
"VA","Warren",5165,11762
"VA","Washington",5548,19309
"VA","Waynesboro",3762,4798
"VA","Westmoreland",3723,4331
"VA","Williamsburg",5199,1921
"VA","Winchester",5161,4786
"VA","Wise",2687,11983
"VA","Wythe",2765,10044
"VA","York",12989,18823
"VT","Addison",11217,5297
"VT","Bennington",9539,5925
"VT","Caledonia",6445,5533
"VT","Chittenden",54463,18298
"VT","Essex",1019,1506
"VT","Franklin",9351,8752
"VT","Grand Isle",2094,1487
"VT","Lamoille",7241,3570
"VT","Orange",7522,4997
"VT","Orleans",5181,5158
"VT","Rutland",13629,12471
"VT","Washington",18594,7993
"VT","Windham",14340,5462
"VT","Windsor",17544,8604
"WA","Adams",1118,2740
"WA","Asotin",3118,5712
"WA","Benton",25173,45594
"WA","Chelan",10770,15070
"WA","Clallam",15154,15685
"WA","Clark",90697,90590
"WA","Columbia",523,1491
"WA","Cowlitz",17842,24066
"WA","Douglas",3600,7208
"WA","Ferry",1091,2178
"WA","Franklin",7839,11358
"WA","Garfield",276,841
"WA","Grant",7768,18482
"WA","Grays Harbor",11378,13269
"WA","Island",20766,18259
"WA","Jefferson",12556,5986
"WA","King",657149,197781
"WA","Kitsap",60561,46762
"WA","Kittitas",7190,9845
"WA","Klickitat",3781,5390
"WA","Lewis",7236,16273
"WA","Lincoln",1238,4095
"WA","Mason",11872,13539
"WA","Okanogan",3980,6305
"WA","Pacific",4597,5338
"WA","Pend Oreille",1932,4364
"WA","Pierce",160306,136046
"WA","San Juan",7053,2651
"WA","Skagit",26076,24330
"WA","Skamania",2207,2910
"WA","Snohomish",167943,116433
"WA","Spokane",86590,103846
"WA","Stevens",4348,11059
"WA","Thurston",65015,46219
"WA","Wahkiakum",824,1328
"WA","Walla Walla",7550,10775
"WA","Whatcom",59402,40247
"WA","Whitman",5521,5462
"WA","Yakima",28484,39593
"WI","Adams",3780,5983
"WI","Ashland",4136,3428
"WI","Barron",7881,13595
"WI","Bayfield",4953,4125
"WI","Brown",53358,67192
"WI","Buffalo",2531,4049
"WI","Burnett",2948,5412
"WI","Calumet",9634,15345
"WI","Chippewa",11875,17912
"WI","Clark",4225,8645
"WI","Columbia",13525,14160
"WI","Crawford",3426,3844
"WI","Dane",217506,71270
"WI","Dodge",13968,26643
"WI","Door",8026,8584
"WI","Douglas",11342,9657
"WI","Dunn",9025,11487
"WI","Eau Claire",27271,23301
"WI","Florence",666,1897
"WI","Fond du Lac",17391,31044
"WI","Forest",1583,2787
"WI","Grant",10047,12347
"WI","Green",9121,8693
"WI","Green Lake",2700,6210
"WI","Iowa",6669,4809
"WI","Iron",1273,2090
"WI","Jackson",3821,4907
"WI","Jefferson",16559,23409
"WI","Juneau",4100,7188
"WI","Kenosha",35770,36025
"WI","Kewaunee",3623,6616
"WI","La Crosse",32402,26384
"WI","Lafayette",3288,3977
"WI","Langlade",3260,6436
"WI","Lincoln",5370,8400
"WI","Manitowoc",14563,23234
"WI","Marathon",26476,39010
"WI","Marinette",6243,12995
"WI","Marquette",2808,4712
"WI","Menominee",1003,269
"WI","Milwaukee",288986,126091
"WI","Monroe",7047,11442
"WI","Oconto",5886,13255
"WI","Oneida",8103,11677
"WI","Outagamie",38117,51579
"WI","Ozaukee",20167,30458
"WI","Pepin",1345,2228
"WI","Pierce",8380,11260
"WI","Polk",7568,13864
"WI","Portage",18524,17310
"WI","Price",2671,4562
"WI","Racine",42506,46620
"WI","Richland",3577,4021
"WI","Rock",39336,31483
"WI","Rusk",2171,4564
"WI","Sauk",16050,15871
"WI","Sawyer",2846,4625
"WI","Shawano",6056,12742
"WI","Sheboygan",22636,32368
"WI","St. Croix",17496,26123
"WI","Taylor",2398,6589
"WI","Trempealeau",5645,7370
"WI","Vernon",6351,6994
"WI","Vilas",4769,8169
"WI","Walworth",18706,28848
"WI","Washburn",3283,5404
"WI","Washington",20854,51729
"WI","Waukesha",79199,145519
"WI","Waupaca",8303,16013
"WI","Waushara",3802,7669
"WI","Winnebago",37054,43447
"WI","Wood",14232,21502
"WV","Barbour",1213,4509
"WV","Berkeley",12287,28210
"WV","Boone",1783,6483
"WV","Braxton",1315,3516
"WV","Brooke",2549,6574
"WV","Cabell",11306,19648
"WV","Calhoun",456,2023
"WV","Clay",566,2289
"WV","Doddridge",360,2347
"WV","Fayette",4246,10263
"WV","Gilmer",537,1889
"WV","Grant",510,4338
"WV","Greenbrier",3743,9499
"WV","Hampshire",1576,6646
"WV","Hancock",3247,8870
"WV","Hardy",1249,4544
"WV","Harrison",7675,18687
"WV","Jackson",2648,8959
"WV","Jefferson",9458,13144
"WV","Kanawha",27985,43464
"WV","Lewis",1336,5245
"WV","Lincoln",1435,5257
"WV","Logan",2082,9866
"WV","Marion",6926,14592
"WV","Marshall",2894,9565
"WV","Mason",2069,7597
"WV","McDowell",1429,4614
"WV","Mercer",4689,17362
"WV","Mineral",2019,8957
"WV","Mingo",1365,7876
"WV","Monongalia",14568,18278
"WV","Monroe",1089,4337
"WV","Morgan",1568,5718
"WV","Nicholas",1821,7169
"WV","Ohio",5452,11077
"WV","Pendleton",726,2388
"WV","Pleasants",620,2342
"WV","Pocahontas",924,2474
"WV","Preston",2462,9501
"WV","Putnam",5784,17455
"WV","Raleigh",6362,21835
"WV","Randolph",2724,7583
"WV","Ritchie",490,3376
"WV","Roane",1220,3772
"WV","Summers",1186,3444
"WV","Taylor",1483,4701
"WV","Tucker",750,2557
"WV","Tyler",505,2967
"WV","Upshur",1763,6971
"WV","Wayne",3334,11077
"WV","Webster",554,2284
"WV","Wetzel",1348,4461
"WV","Wirt",383,1903
"WV","Wood",8327,25168
"WV","Wyoming",1061,6527
