State,County,Dem.04,GOP.04,Dem.08,GOP.08,Dem.12,GOP.12,Dem.16,GOP.16
"AL","Autauga",1909,506,2219,663,2241,682,2083,745
"AL","Baldwin",490,2087,769,2236,691,2350,701,2498
"AL","Barbour",1932,2223,2135,2171,2141,2118,1874,2102
"AL","Bibb",852,2132,981,2261,907,2263,720,2389
"AL","Blount",1657,678,1534,850,1305,884,883,1005
"AL","Bullock",1403,488,1686,402,1690,303,1490,164
"AL","Butler",1480,1989,1746,2077,1770,2005,1554,1950
"AL","Calhoun",463,1324,583,1406,490,1331,324,1427
"AL","Chambers",2058,2554,2347,2586,2337,2541,2053,2588
"AL","Cherokee",1345,2228,986,2461,867,2529,481,2748
"AL","Chilton",1592,310,1579,405,1463,422,1254,542
"AL","Choctaw",1442,1674,1566,1735,1594,1729,1333,1719
"AL","Clarke",1867,2389,2175,2483,2234,2524,2045,2460
"AL","Clay",723,1894,659,1950,646,1925,239,2035
"AL","Cleburne",370,1829,175,2010,2750,2047,2247,2182
"AL","Coffee",1827,329,2001,477,1922,485,1704,596
"AL","Colbert",64,340,2780,459,2664,426,2330,650
"AL","Conecuh",1191,1443,1504,1494,1519,1486,1313,1474
"AL","Coosa",831,1293,971,1410,901,1332,656,1457
"AL","Covington",1483,130,1426,265,1369,258,1000,369
"AL","Crenshaw",589,1633,767,1762,823,1791,575,1834
"AL","Cullman",2551,1193,2163,1247,1911,1226,1559,1424
"AL","Dale",1828,378,2053,398,2015,362,1771,431
"AL","Dallas",118,2504,402,2375,424,2296,291,2193
"AL","DeKalb",2416,634,2127,703,2001,745,1539,968
"AL","Elmore",2309,954,2604,1108,2634,1156,2507,1231
"AL","Escambia",1607,2708,2031,2790,2056,2804,1834,38
"AL","Etowah",476,1202,358,1335,265,1286,46,1406
"AL","Fayette",1030,2148,800,2175,669,2240,358,2381
"AL","Franklin",1838,2569,1518,2584,1376,2537,908,2823
"AL","Geneva",863,2679,889,2797,817,2783,479,2895
"AL","Greene",1586,2836,1805,2696,1808,2610,1659,2673
"AL","Hale",1871,1448,1969,1395,2039,1399,1858,1386
"AL","Henry",1058,1957,1326,2105,1341,2132,953,2152
"AL","Houston",2698,1196,230,1266,227,1289,67,1347
"AL","Jackson",2634,177,2273,417,2129,468,1533,644
"AL","Jefferson",311,556,603,488,527,440,473,341
"AL","Lamar",770,1963,560,2058,563,2097,45,2202
"AL","Lauderdale",421,965,342,1030,238,1038,2676,1235
"AL","Lawrence",2244,2575,2025,2773,1959,2735,1519,99
"AL","Lee",540,1236,904,1403,868,1400,854,1480
"AL","Limestone",2696,824,2761,998,2760,1113,2621,1273
"AL","Lowndes",1757,712,2088,706,2108,697,1882,707
"AL","Macon",2522,543,2748,404,2644,369,2317,444
"AL","Madison",2033,2573,2282,2688,2210,2762,2149,2759
"AL","Marengo",1973,2074,2180,2087,2207,2061,2021,2033
"AL","Marion",1604,2760,1136,2813,938,2853,413,156
"AL","Marshall",2603,999,2397,1106,2231,1134,1887,1290
"AL","Mobile",2286,2781,2591,2851,2481,2827,2248,2785
"AL","Monroe",1559,2210,1982,2246,1921,2166,1747,2191
"AL","Montgomery",1839,1839,2247,1728,2232,1625,2076,1468
"AL","Morgan",384,1435,396,1530,325,1527,136,1602
"AL","Perry",1589,677,1822,621,1814,512,1594,449
"AL","Pickens",1651,2049,1864,2062,1790,2016,1641,2110
"AL","Pike",1782,2533,2167,2577,2176,2601,1909,2569
"AL","Randolph",1242,2269,1349,2445,1350,2481,955,2572
"AL","Russell",2594,2677,9,2689,51,2647,2644,2800
"AL","St. Clair",2082,1028,2218,1187,2124,1281,2012,1380
"AL","Shelby",441,2318,851,2388,793,2466,957,2500
"AL","Sumter",1844,764,2050,660,2047,579,1847,594
"AL","Talladega",135,741,384,828,362,800,221,896
"AL","Tallapoosa",2081,272,2215,331,2228,282,1958,327
"AL","Tuscaloosa",1157,1806,1444,1837,1392,1855,1363,1906
"AL","Walker",2680,795,2469,868,2280,936,1784,1071
"AL","Washington",1380,2018,1351,2120,1307,2171,994,2251
"AL","Wilcox",1619,742,1870,744,1915,647,1754,696
"AL","Winston",934,2643,656,2595,272,2654,2540,2801
"AR","Arkansas",1369,1642,1147,1716,1051,1642,762,1628
"AR","Ashley",1640,1883,1301,2054,1256,1944,1012,2071
"AR","Baxter",2425,133,2301,301,1986,401,1697,505
"AR","Benton",843,1902,1000,1987,919,2067,1189,2261
"AR","Boone",1874,2863,1819,61,1586,141,1261,256
"AR","Bradley",917,845,616,955,414,904,322,957
"AR","Calhoun",2726,355,2371,449,2288,482,2171,573
"AR","Carroll",1735,2286,1739,2228,1563,2261,1420,2400
"AR","Chicot",1324,665,1343,893,1154,640,988,677
"AR","Clark",1963,1763,1767,1858,1602,1795,1517,1802
"AR","Clay",1425,1222,953,1324,625,1407,793,1616
"AR","Cleburne",1840,2466,1291,2572,1137,2712,856,2822
"AR","Cleveland",413,843,2713,1045,2575,1001,2314,1087
"AR","Columbia",1715,2191,1543,2170,1524,2181,1348,2111
"AR","Conway",1671,1710,1393,1875,1319,1838,1124,1929
"AR","Craighead",348,553,135,756,37,852,59,1004
"AR","Crawford",2356,354,2041,455,1916,517,1783,646
"AR","Crittenden",2576,2427,36,2515,2655,2279,2494,2430
"AR","Cross",1377,1662,1123,1782,961,1769,791,1854
"AR","Dallas",576,644,452,674,320,631,175,543
"AR","Desha",1259,668,1114,822,997,734,926,809
"AR","Drew",1303,1442,1133,1624,1143,1641,993,1670
"AR","Faulkner",415,925,473,1086,341,1176,428,1288
"AR","Franklin",1331,1777,728,1791,614,1872,370,1987
"AR","Fulton",1004,1113,703,1156,416,1298,80,1496
"AR","Garland",655,936,540,1151,316,1094,233,1156
"AR","Grant",1094,1781,519,1961,428,1932,397,2017
"AR","Greene",2320,2485,1850,2669,1673,2761,1304,94
"AR","Hempstead",1608,1561,1253,1745,1055,1776,997,1798
"AR","Hot Spring",2185,2235,1774,2450,1611,2458,1346,2638
"AR","Howard",893,1216,648,1282,425,1262,353,1378
"AR","Independence",2078,2523,1582,2621,1415,2717,1238,2892
"AR","Izard",1124,1260,681,1392,501,1546,128,1702
"AR","Jackson",1506,1166,929,1361,842,1348,522,1421
"AR","Jefferson",780,24,717,72,630,2831,515,2802
"AR","Johnson",1545,1810,1339,1936,1219,1997,1022,2259
"AR","Lafayette",499,574,137,624,168,667,36,706
"AR","Lawrence",1518,1305,892,1448,657,1530,267,1707
"AR","Lee",1106,487,966,441,852,332,626,264
"AR","Lincoln",886,797,629,1073,393,950,260,1084
"AR","Little River",1172,1135,652,1409,492,1468,387,1557
"AR","Logan",1462,2022,973,2044,799,2004,607,2181
"AR","Lonoke",2470,439,2187,655,2082,717,2024,860
"AR","Madison",1038,1667,897,1660,850,1766,524,1959
"AR","Marion",1133,1756,1018,1828,808,1913,371,1998
"AR","Miller",2238,2700,1938,2864,1809,70,1734,158
"AR","Mississippi",2487,2268,2324,2405,2254,2357,2023,2437
"AR","Monroe",829,555,561,670,518,579,303,448
"AR","Montgomery",472,1035,99,1004,2671,1027,2339,1143
"AR","Nevada",588,688,453,865,301,846,167,867
"AR","Newton",461,1227,190,1110,2775,1099,2274,1271
"AR","Ouachita",2013,2098,1787,2059,1844,2113,1749,2073
"AR","Perry",745,1059,362,1183,182,1136,45,1319
"AR","Phillips",2126,1392,2134,1354,1990,1140,1740,1080
"AR","Pike",299,847,96,1169,2583,1256,2247,1376
"AR","Poinsett",1699,1546,1199,1931,1011,1981,722,1375
"AR","Polk",1069,2054,777,2074,493,2226,220,2363
"AR","Pope",2419,377,2199,538,1971,490,1867,587
"AR","Prairie",492,861,53,939,2612,927,2459,1105
"AR","Pulaski",2604,2403,2684,2411,2603,2418,2571,2265
"AR","Randolph",1479,1390,1059,1536,818,1586,410,1832
"AR","Saint Francis",2134,1652,2095,1644,1850,1431,1668,1398
"AR","Saline",386,1093,276,1355,273,1434,332,1551
"AR","Scott",429,1110,61,1201,2635,1160,1917,1046
"AR","Searcy",352,1128,2767,1168,2532,1193,2102,1307
"AR","Sebastian",555,1214,375,1231,296,1287,226,1272
"AR","Sevier",823,1111,298,1368,41,1381,89,1428
"AR","Sharp",1426,1743,1045,1834,841,1967,446,2091
"AR","Stone",945,1412,546,1511,342,1606,202,1713
"AR","Union",2415,55,2242,73,2212,81,2033,26
"AR","Van Buren",1444,1700,905,1747,686,1804,497,2081
"AR","Washington",1214,1559,1270,1603,1232,1665,1385,1701
"AR","White",2697,645,2338,792,2115,850,1931,921
"AR","Woodruff",784,23,408,228,324,277,130,395
"AR","Yell",1284,1591,806,1608,609,1695,446,1860
"AZ","Graham",1391,2528,498,2664,585,2635,227,2061
"AZ","Mohave",830,1593,741,1253,547,1180,484,1106
"AZ","La Paz",695,1390,1388,935,1146,811,1067,641
"AZ","Greenlee",140,786,2547,418,2301,190,2238,421
"AZ","Yavapai",1445,2099,1522,2641,1540,2618,1408,2617
"AZ","Cochise",625,1185,172,645,298,581,104,795
"AZ","Gila",2585,267,757,1506,541,1399,323,1460
"AZ","Yuma",527,966,2205,2482,1974,2345,1995,2222
"AZ","Pinal",1195,1604,931,1799,690,1878,565,2115
"AZ","Maricopa",1976,2404,513,811,539,796,490,750
"AZ","Navajo",437,667,852,715,693,609,773,509
"AZ","Pima",755,654,1814,2192,1715,2205,1506,2083
"AZ","Coconino",1290,981,2659,1824,2715,1757,82,1576
"AZ","Santa Cruz",2388,1905,1583,2235,1411,2290,1280,2215
"AZ","Apache",497,2690,720,1049,377,818,693,893
"CA","San Francisco",1310,2122,1943,215,1776,48,1876,2787
"CA","Alameda",1754,333,1754,1077,1632,1023,1366,926
"CA","Marin",2791,1499,2534,59,2172,2744,2082,32
"CA","Santa Cruz",2662,1345,1947,1870,1410,1528,1604,1744
"CA","San Mateo",790,2676,2793,299,2418,60,2405,344
"CA","Sonoma",439,2410,1114,1579,937,1523,1126,1534
"CA","Santa Clara",1626,886,1353,371,977,159,1234,82
"CA","Mendocino",1050,322,1782,1946,1466,1763,1472,2010
"CA","Los Angeles",737,85,1701,1963,1472,1980,1487,1905
"CA","Contra Costa",1119,497,374,329,2590,2770,241,165
"CA","Monterey",2480,1933,1596,2184,1414,2133,1312,2194
"CA","Napa",1464,955,1669,915,1210,559,775,115
"CA","Yolo",1770,1239,1033,410,632,2837,1222,159
"CA","Humboldt",1602,1133,1600,1827,1209,1533,1354,1752
"CA","Solano",2613,2303,2738,362,2261,2890,2533,222
"CA","Alpine",1575,1369,454,808,222,671,297,702
"CA","Santa Barbara",2685,2566,463,2866,2663,2334,2147,2187
"CA","Lake",305,125,1554,2485,1339,2486,923,2548
"CA","San Benito",2782,2735,979,2821,580,2443,736,2283
"CA","Imperial",650,560,685,997,260,787,335,816
"CA","Sacramento",1003,1030,101,1221,2411,1010,2537,709
"CA","Mono",1145,1165,1718,2035,1351,1819,1335,2028
"CA","Ventura",442,572,1215,82,181,2018,2261,1543
"CA","San Diego",2032,2236,1493,1238,1133,1014,900,771
"CA","San Joaquin",2640,12,319,1294,113,1222,2444,1068
"CA","San Luis Obispo",2179,2405,1364,994,1109,953,1148,907
"CA","Nevada",1040,1283,2678,1631,1985,1100,2189,1174
"CA","Butte",1761,2048,1643,793,794,204,1107,225
"CA","San Bernardino",958,1290,1249,1101,397,563,545,508
"CA","Trinity",1220,1552,2097,2160,1826,2087,2015,1895
"CA","Merced",1056,1446,2491,2804,1927,2518,2135,2601
"CA","Fresno",27,424,1899,2219,1556,2039,1383,1999
"CA","Del Norte",1644,2103,1432,1357,1269,1283,1442,1362
"CA","Riverside",964,1427,1401,900,916,568,1165,625
"CA","Stanislaus",2181,2711,200,2475,2594,2245,11,2333
"CA","Orange",1743,2326,1397,1191,1189,1068,1338,1125
"CA","Inyo",1458,2026,2323,2055,1894,1785,2036,1644
"CA","Tuolumne",8,548,1417,2018,1166,1767,1337,1490
"CA","Siskiyou",2528,297,145,2758,2505,2377,2575,2410
"CA","Mariposa",1420,2062,2352,2232,2116,2145,2160,2043
"CA","El Dorado",1410,2084,944,2489,463,2138,907,2076
"CA","Calaveras",2578,375,63,2327,2572,2211,3,2077
"CA","Plumas",1722,2424,1875,764,1480,398,1871,426
"CA","Amador",2316,127,2801,1081,2197,668,2518,873
"CA","Placer",2101,2840,1259,1942,681,1494,822,1902
"CA","Madera",336,1094,2473,180,2271,63,2102,66
"CA","Kings",90,891,2728,172,2384,2873,2296,150
"CA","Sierra",2306,281,22,2111,2606,1934,2661,1970
"CA","Tulare",1418,2352,619,2086,236,1853,169,1604
"CA","Kern",2380,408,2570,2537,2376,2436,2345,2506
"CA","Tehama",2477,533,350,758,2506,312,194,657
"CA","Sutter",2756,856,2693,468,2183,89,2204,534
"CA","Glenn",1325,2312,1423,1273,1004,1055,721,1065
"CA","Yuba",2136,240,1794,2202,1287,1751,1618,1991
"CA","Colusa",767,1762,161,486,2739,384,2530,403
"CA","Shasta",1046,2066,732,447,358,288,602,219
"CA","Lassen",1382,2641,2066,1050,1631,793,1462,360
"CA","Modoc",146,1430,2681,220,2129,2720,2315,266
"CO","Adams",2390,2362,2736,2297,2652,2370,2532,2521
"CO","Alamosa",1335,1405,1533,1132,1592,1189,1359,1340
"CO","Arapahoe",104,224,461,156,339,178,456,125
"CO","Archuleta",878,1568,1240,1545,1149,1627,1048,1747
"CO","Baca",1930,630,2067,547,1841,549,1185,677
"CO","Bent",2525,352,2565,87,2471,59,2063,194
"CO","Boulder",55,2045,251,1817,197,1938,254,1646
"CO","Broomfield",95,229,564,291,574,492,770,471
"CO","Chaffee",1588,1955,1937,1918,1941,1974,1859,2051
"CO","Cheyenne",791,2788,792,2717,542,2694,277,2776
"CO","Clear Creek",1322,1113,1462,971,1337,1036,1099,1074
"CO","Conejos",724,759,906,604,893,727,640,791
"CO","Costilla",174,2175,255,1707,303,1813,126,2199
"CO","Crowley",1915,9,2104,2846,2028,2797,1435,93
"CO","Custer",2459,611,2715,615,2595,712,2441,894
"CO","Delta",1752,2859,2005,7,1817,86,1670,188
"CO","Denver",566,2445,839,2259,847,2440,603,1755
"CO","Dolores",1452,2607,1584,2606,1422,2666,946,2813
"CO","Douglas",1664,2629,2244,2702,2042,2818,2229,4
"CO","Eagle",2771,2710,326,2608,247,2809,273,2638
"CO","El Paso",2511,579,1626,2748,1517,13,1304,180
"CO","Elbert",1251,2692,95,574,52,613,73,716
"CO","Fremont",2191,264,2356,284,2298,361,1959,541
"CO","Garfield",2710,132,141,154,98,259,134,343
"CO","Gilpin",660,344,799,298,703,365,554,579
"CO","Grand",1416,1794,1693,1701,1529,1728,1415,1822
"CO","Gunnison",1916,1515,2112,1369,1822,1367,1916,1418
"CO","Hinsdale",998,1544,1023,1485,962,1522,781,1466
"CO","Huerfano",570,644,798,555,732,596,552,786
"CO","Jackson",856,2465,1206,2254,882,2233,605,2301
"CO","Jefferson",254,411,533,336,482,433,475,336
"CO","Kiowa",606,2468,671,2318,171,2393,2593,2491
"CO","Kit Carson",2446,1209,2715,1047,2486,1175,1955,1278
"CO","La Plata",331,196,722,88,672,106,532,292
"CO","Lake",541,290,552,171,458,310,486,279
"CO","Larimer",2372,2548,2696,2469,2556,2522,2609,2658
"CO","Las Animas",1440,1415,1545,1347,1418,1366,1106,1577
"CO","Lincoln",1969,732,2093,651,2034,630,1648,784
"CO","Logan",1079,2282,1245,2212,1165,2262,703,2495
"CO","Mesa",771,1766,1024,1807,935,1836,850,1918
"CO","Mineral",954,1656,1180,1443,1283,1487,996,1485
"CO","Moffat",341,1789,534,1702,277,1868,2543,2056
"CO","Montezuma",1630,2443,1884,2404,1801,2500,1621,2585
"CO","Montrose",1914,149,2297,246,2135,330,1980,475
"CO","Morgan",1343,2402,1625,2267,1585,2328,1339,2630
"CO","Otero",1385,1978,1540,1782,1526,1786,612,1324
"CO","Ouray",266,405,585,376,561,486,595,388
"CO","Park",1491,1932,1765,1927,1571,2007,1427,2256
"CO","Phillips",2168,657,2248,584,2144,612,1762,733
"CO","Pitkin",2280,1229,2449,1063,2300,1295,2318,1116
"CO","Prowers",298,1482,464,1328,454,1398,183,1513
"CO","Pueblo",1510,1372,1723,1319,1691,1364,1194,1236
"CO","Rio Blanco",2130,1054,2303,1039,2081,1184,1755,1238
"CO","Rio Grande",809,1503,1048,1268,1031,1275,789,1350
"CO","Routt",2292,2056,2598,1885,2415,2070,2359,2012
"CO","Saguache",520,190,639,2819,643,2816,348,138
"CO","San Juan",1097,930,1155,917,1160,906,1122,946
"CO","San Miguel",1268,90,1472,2784,1305,181,1278,40
"CO","Sedgwick",1578,2857,1886,2668,1726,2728,1136,19
"CO","Summit",2562,2107,2791,1920,2666,2108,2638,1995
"CO","Teller",1523,2634,1843,2601,1635,2591,1498,2840
"CO","Washington",1848,865,2057,794,1838,878,1245,1006
"CO","Weld",1392,2150,1902,2119,1877,2289,1807,2551
"CO","Yuma",67,1506,119,1423,2716,1485,2279,1607
"CT","Hartford",970,529,1042,619,888,695,1600,1470
"CT","Middlesex",1901,1532,1174,400,1046,456,814,598
"CT","New London",2329,1992,2013,1860,1777,1901,898,1144
"CT","Tolland",1650,1377,2058,1424,1895,1496,982,519
"CT","New Haven",801,573,1001,435,902,413,1646,2070
"CT","Windham",1105,975,2482,1911,2313,1866,1002,574
"CT","Fairfield",833,780,1838,1267,1651,1339,2159,2113
"CT","Litchfield",1820,2000,1252,895,1124,836,1796,1649
"DC","Ward 1",1006,687,1266,571,1212,937,1393,487
"DC","Ward 2",839,1609,1072,1538,1213,937,1393,487
"DC","Ward 3",1252,2434,1347,2143,1212,937,1393,487
"DC","Ward 4",1341,926,1520,403,1213,937,1393,487
"DC","Ward 5",1202,507,1458,2711,1212,937,1393,487
"DC","Ward 6",1114,1467,1372,1509,1213,937,1393,487
"DC","Ward 7",1129,9,1480,1362,1212,937,1393,487
"DC","Ward 8",799,2422,1197,883,1213,938,1394,488
"DE","New Castle",420,2799,1568,1296,1521,1402,1421,1589
"DE","Kent",1012,1389,678,2481,579,2626,550,2714
"DE","Sussex",1333,1913,1690,1897,1672,2032,1624,2297
"FL","Alachua",2262,1931,2498,1913,2356,1947,2371,1879
"FL","Baker",901,2578,997,2683,980,2756,865,39
"FL","Bay",859,2097,1012,2125,910,2153,894,2282
"FL","Bradford",1417,2545,1506,2599,1432,2641,1260,2758
"FL","Brevard",105,512,286,550,223,583,207,749
"FL","Broward",1845,1066,1953,1015,1964,1060,1990,1150
"FL","Calhoun",865,1639,704,1770,573,1806,240,1876
"FL","Charlotte",1485,1852,1650,1826,1532,1923,1425,2249
"FL","Citrus",1292,1685,1392,1779,1252,1827,948,2107
"FL","Clay",727,2295,1167,2357,1110,2444,1183,2538
"FL","Collier",1798,2684,2086,2674,1983,2849,2120,74
"FL","Columbia",2549,627,2719,743,2576,750,2383,883
"FL","DeSoto",1649,2144,1796,2114,1723,2128,1571,2395
"FL","Dixie",776,1849,755,2004,666,1999,278,2204
"FL","Duval",512,950,823,887,773,901,815,920
"FL","Escambia",1933,2803,2233,2755,2128,2739,2044,2751
"FL","Flagler",703,820,1062,1026,988,1190,909,1459
"FL","Franklin",1025,1512,889,1613,698,1545,628,1721
"FL","Gadsden",422,2305,514,2377,513,2365,465,2388
"FL","Gilchrist",816,1975,801,2121,723,2216,435,2392
"FL","Glades",603,1065,609,1085,532,1016,279,1327
"FL","Gulf",1029,1943,903,1948,802,1985,609,2064
"FL","Hamilton",949,1232,1011,1389,925,1383,739,1484
"FL","Hardee",886,2014,1113,1890,1052,1891,880,2038
"FL","Hendry",1662,2197,1975,2157,1881,2069,1814,2281
"FL","Hernando",1573,1795,1747,1822,1591,1830,1368,2220
"FL","Highlands",478,1142,698,1127,538,1141,462,1304
"FL","Hillsborough",879,1071,1192,1003,1260,1092,1310,1185
"FL","Holmes",664,2324,436,2415,252,2427,2519,2535
"FL","Indian River",1017,1602,1300,1673,1194,1796,1252,1932
"FL","Jackson",2482,245,2517,383,2410,385,2177,467
"FL","Jefferson",1727,1451,1714,1604,1654,1617,1493,1663
"FL","Lafayette",2602,1074,2284,1149,2343,1178,1928,1244
"FL","Lake",1926,2524,2262,2628,2209,2724,2152,22
"FL","Leon",2596,2047,205,461,100,542,255,807
"FL","Lee",2725,446,2720,2102,2653,2125,2606,2079
"FL","Levy",2224,44,2333,196,2198,251,1920,428
"FL","Liberty",75,801,2694,989,2701,993,2196,1127
"FL","Madison",1695,1779,1770,1841,1723,1828,1488,1930
"FL","Manatee",2232,2645,2390,2589,2299,2690,2297,20
"FL","Marion",2147,2642,2404,2730,2305,2808,2134,102
"FL","Martin",1337,1759,1474,1793,1323,1929,1291,2063
"FL","Miami-Dade",1710,1573,1976,1532,2041,1447,2145,1444
"FL","Monroe",779,811,872,759,753,802,738,974
"FL","Nassau",2622,1043,71,1181,28,1315,96,1476
"FL","Okaloosa",760,2436,1128,2381,993,2448,998,2475
"FL","Okeechobee",2000,2441,2014,2498,1912,2495,1634,2810
"FL","Orange",757,800,1194,745,1190,780,1407,843
"FL","Osceola",1628,1811,2197,1671,2315,1701,2521,1984
"FL","Palm Beach",1433,907,1561,954,1503,1078,1552,1208
"FL","Pasco",2608,33,27,116,2761,156,2577,464
"FL","Pinellas",944,983,1070,884,1013,914,981,1053
"FL","Polk",2629,269,143,307,140,363,181,589
"FL","Putnam",233,739,333,803,163,809,2681,973
"FL","St. Johns",1151,2227,1552,2393,1511,2583,1744,2753
"FL","St. Lucie",2009,1925,2334,2024,2286,2136,2225,2441
"FL","Santa Rosa",424,2059,774,2108,649,2190,699,2341
"FL","Sarasota",2654,53,30,26,2720,129,2666,277
"FL","Seminole",2503,93,2814,51,2742,122,71,120
"FL","Sumter",160,830,663,1348,759,1703,940,2046
"FL","Suwannee",1843,140,1950,273,1879,319,1635,473
"FL","Taylor",1347,2130,1223,2309,1201,2292,881,2426
"FL","Union",240,1484,304,1650,323,1674,18,1852
"FL","Volusia",155,144,288,159,142,219,99,472
"FL","Wakulla",1944,2401,2061,2714,1987,2806,1758,68
"FL","Walton",2254,691,2422,798,2303,926,2255,1140
"FL","Washington",1282,2513,1251,2605,1235,2614,939,2726
"GA","Appling",694,1861,716,1980,638,2036,415,2123
"GA","Atkinson",2542,620,2743,789,2685,812,2270,784
"GA","Bacon",2717,1272,2584,1350,2489,1362,2116,1452
"GA","Baker",2722,2659,2624,2627,2488,2579,2194,2580
"GA","Baldwin",2359,2572,2643,2551,2577,2539,2438,2571
"GA","Banks",146,1840,31,1989,2472,2068,2247,2268
"GA","Barrow",1708,368,2322,676,2179,764,2207,927
"GA","Bartow",2508,973,2774,1116,2568,1187,2468,1323
"GA","Ben Hill",901,1465,1129,1475,1078,1471,853,1598
"GA","Berrien",548,1678,452,1929,258,1935,53,2093
"GA","Bibb",1294,1246,1647,1157,1621,1128,1458,995
"GA","Bleckley",268,1398,388,1554,255,1553,108,1594
"GA","Brantley",246,1817,121,1977,2694,1978,2132,2138
"GA","Brooks",911,1294,1166,1505,1358,1524,1052,1582
"GA","Bryan",1127,2511,1566,2749,1564,2835,1661,70
"GA","Bulloch",2376,259,2763,422,2728,443,2550,489
"GA","Burke",1749,1786,2040,1769,2040,1778,1845,1828
"GA","Butts",1118,2033,1350,2193,1306,2299,1088,2384
"GA","Calhoun",120,2749,351,2673,283,2732,190,2663
"GA","Camden",1872,2824,2294,50,2242,165,2086,263
"GA","Candler",98,864,218,964,151,1016,27,1186
"GA","Carroll",20,1091,427,1234,251,1244,249,1329
"GA","Catoosa",2166,597,2206,712,2029,716,1857,909
"GA","Charlton",67,1017,204,1053,192,1114,7,1303
"GA","Chatham",1853,1878,2259,1872,2175,1897,2080,1793
"GA","Chattahoochee",2505,2769,2603,2597,2407,2494,2089,2534
"GA","Chattooga",1239,1991,1132,2103,921,2090,539,2330
"GA","Cherokee",438,2208,947,2413,785,2554,1063,2623
"GA","Clarke",897,496,1293,518,1092,409,1274,297
"GA","Clay",2541,2025,2672,2104,2595,2071,2271,2158
"GA","Clayton",2118,1016,2596,602,2534,442,2382,204
"GA","Clinch",2476,494,2804,620,2584,592,2252,685
"GA","Cobb",35,674,410,639,312,669,526,554
"GA","Coffee",1669,2672,1920,2712,1956,2799,1677,2836
"GA","Colquitt",1467,2668,1728,2762,1661,2798,1465,2889
"GA","Columbia",138,1545,525,1648,562,1736,728,1772
"GA","Cook",614,1354,864,1596,820,1654,639,1735
"GA","Coweta",68,1400,509,1590,470,1668,572,1754
"GA","Crawford",487,1258,709,1449,589,1461,405,1570
"GA","Crisp",997,1663,1360,1797,1373,1738,1216,1839
"GA","Dade",676,1826,558,1879,381,1826,2657,1990
"GA","Dawson",378,2374,582,2618,232,2733,423,2887
"GA","Decatur",1529,2100,1813,2178,1829,2189,1682,2245
"GA","DeKalb",812,2508,1099,2326,1009,2322,1005,1900
"GA","Dodge",1010,1888,1131,2094,1041,2033,696,1982
"GA","Dooly",786,753,892,818,960,841,712,834
"GA","Dougherty",794,383,1143,276,1139,182,974,30
"GA","Douglas",523,1141,1213,1150,1250,1157,1325,1095
"GA","Early",593,1098,1137,1162,1202,1126,892,1131
"GA","Echols",977,2546,809,2852,619,2781,503,10
"GA","Effingham",1542,282,1957,508,1936,554,1875,729
"GA","Elbert",1318,1895,1479,1916,1381,1941,1054,2044
"GA","Emanuel",1218,1904,1352,1986,1286,2008,1029,2066
"GA","Evans",213,1008,381,1051,255,979,146,1062
"GA","Fannin",1198,2417,1141,2549,810,2585,750,2846
"GA","Fayette",443,1616,829,1621,776,1616,976,1511
"GA","Floyd",3,916,78,979,2733,978,2598,1063
"GA","Forsyth",2706,1918,500,2187,417,2351,986,2435
"GA","Franklin",939,2063,749,2225,456,2258,250,2449
"GA","Fulton",804,359,1187,322,1067,381,1206,132
"GA","Gilmer",1086,2521,1144,2646,762,2746,772,63
"GA","Glascock",1082,19,873,221,641,170,373,272
"GA","Glynn",2671,757,274,854,188,887,184,944
"GA","Gordon",1685,193,1768,330,1484,364,1364,549
"GA","Grady",1363,2020,1538,2155,1478,2218,1288,2255
"GA","Greene",1218,1731,1463,1831,1389,2001,1375,2121
"GA","Gwinnett",2564,575,297,563,305,588,570,504
"GA","Habersham",1211,47,1269,197,969,258,1046,363
"GA","Hall",51,1670,435,1820,237,1861,542,2019
"GA","Hancock",1189,2661,1537,2571,1424,2553,1147,2684
"GA","Haralson",1047,2571,958,2680,659,2673,448,2838
"GA","Harris",1478,2745,1743,70,1714,150,1676,224
"GA","Hart",1500,2140,1478,2322,1264,2339,1097,2501
"GA","Heard",145,1230,45,1370,2712,1389,2349,1454
"GA","Henry",860,1803,1703,1882,1763,1871,1899,1851
"GA","Houston",460,1326,932,1442,951,1499,932,1526
"GA","Irwin",49,1026,204,1120,131,1107,2564,1209
"GA","Jackson",1499,291,1959,688,1742,795,1781,967
"GA","Jasper",489,1387,764,1643,695,1718,496,1786
"GA","Jeff Davis",265,1543,364,1626,261,1678,2580,1719
"GA","Jefferson",1493,1355,1732,1336,1744,1314,1589,1348
"GA","Jenkins",448,782,460,786,444,774,125,795
"GA","Johnson",250,1001,206,1036,293,1062,150,1115
"GA","Jones",1624,2431,1856,2545,1753,2570,1637,2665
"GA","Lamar",1045,1720,1202,1918,1128,1954,944,2027
"GA","Lanier",2719,598,72,695,108,738,2451,856
"GA","Laurens",2267,99,2530,225,2432,239,2236,276
"GA","Lee",903,2656,1368,2865,1383,37,1358,89
"GA","Liberty",2330,2272,51,2166,43,2122,2640,2266
"GA","Lincoln",323,1015,596,1173,520,1234,279,1227
"GA","Long",29,838,296,893,404,992,357,1168
"GA","Lowndes",241,784,658,898,602,903,438,933
"GA","Lumpkin",854,2382,1125,2635,824,2702,919,2843
"GA","McDuffie",1278,1949,1680,2053,1394,545,1153,560
